Operacia;PocetPrvkov;TrvanieOperacie
DajData/NastavData;50;13000
DajData/NastavData;50;13100
DajData/NastavData;50;13000
DajData/NastavData;50;13000
Vloz;51;44700
Vloz;52;9800
DajData/NastavData;52;13200
Vloz;53;9600
Vymaz;52;44800
DajData/NastavData;52;13300
DajIndex;52;623000
Vymaz;51;43900
DajIndex;51;766400
Vymaz;50;53000
DajData/NastavData;50;13600
DajData/NastavData;50;13100
DajData/NastavData;50;13300
DajData/NastavData;50;13000
DajData/NastavData;50;13000
Vymaz;49;44300
Vymaz;48;44300
DajIndex;48;639300
Vymaz;47;44600
DajData/NastavData;47;13200
Vloz;48;44600
DajData/NastavData;48;13400
DajData/NastavData;48;13200
DajIndex;48;568300
Vloz;49;9800
Vloz;50;44900
DajData/NastavData;50;13200
Vloz;51;44000
Vloz;52;9800
DajData/NastavData;52;13000
Vloz;53;44300
Vloz;54;44300
Vloz;55;44300
Vymaz;54;43900
Vymaz;53;13600
DajData/NastavData;53;13200
Vloz;54;63400
DajData/NastavData;54;13500
Vymaz;53;44800
DajData/NastavData;53;13300
DajIndex;53;616600
Vymaz;52;13200
DajIndex;52;616100
Vymaz;51;44200
DajData/NastavData;51;13400
DajData/NastavData;51;13200
DajData/NastavData;51;13000
DajData/NastavData;51;13100
DajData/NastavData;51;13200
Vymaz;50;44600
Vloz;51;44600
DajData/NastavData;51;13300
Vymaz;50;48800
DajData/NastavData;50;13300
Vymaz;49;43900
DajData/NastavData;49;13200
Vymaz;48;44100
DajData/NastavData;48;13400
Vloz;49;9800
Vymaz;48;13500
DajData/NastavData;48;13200
DajIndex;48;561400
DajData/NastavData;48;13300
DajData/NastavData;48;13100
Vloz;49;9500
Vloz;50;44600
DajData/NastavData;50;13200
Vymaz;49;44400
DajData/NastavData;49;13300
DajIndex;49;573200
Vloz;50;44900
DajData/NastavData;50;13400
DajIndex;50;587900
Vloz;51;9700
DajData/NastavData;51;13500
DajData/NastavData;51;13500
DajData/NastavData;51;13200
DajData/NastavData;51;13100
Vloz;52;44700
Vloz;53;44800
Vymaz;52;49700
Vymaz;51;13300
DajData/NastavData;51;13300
Vymaz;50;44300
DajData/NastavData;50;13300
DajData/NastavData;50;13100
DajData/NastavData;50;12900
Vloz;51;9600
Vymaz;50;13600
Vymaz;49;44100
DajData/NastavData;49;13200
DajIndex;49;576400
DajData/NastavData;49;13300
Vymaz;48;44500
Vloz;49;44200
DajData/NastavData;49;13400
Vloz;50;9600
DajData/NastavData;50;13200
DajIndex;50;584900
DajData/NastavData;50;13400
Vloz;51;9600
Vloz;52;45200
DajData/NastavData;52;13400
Vymaz;51;13500
Vloz;52;50600
Vymaz;51;59700
DajData/NastavData;51;19300
Vymaz;50;70700
DajData/NastavData;50;14000
Vloz;51;44700
DajData/NastavData;51;12900
Vymaz;50;44400
DajData/NastavData;50;13000
DajData/NastavData;50;13200
Vloz;51;9500
Vymaz;50;44500
DajIndex;50;581200
DajIndex;50;588800
DajData/NastavData;50;13300
DajIndex;50;584800
DajData/NastavData;50;13300
Vloz;51;9800
DajData/NastavData;51;13300
DajData/NastavData;51;16600
DajData/NastavData;51;13200
Vymaz;50;44300
DajData/NastavData;50;13300
Vymaz;49;44200
Vloz;50;44400
DajData/NastavData;50;13100
Vymaz;49;13600
Vymaz;48;13700
DajData/NastavData;48;13400
DajData/NastavData;48;13300
DajIndex;48;576800
Vloz;49;45000
DajIndex;49;568800
DajData/NastavData;49;13200
Vloz;50;44900
DajData/NastavData;50;13200
DajData/NastavData;50;13100
DajData/NastavData;50;35200
DajData/NastavData;50;34800
Vymaz;49;118200
DajIndex;49;751300
DajData/NastavData;49;13400
Vymaz;48;13700
DajIndex;48;559700
Vloz;49;44600
Vymaz;48;44000
Vloz;49;50700
DajData/NastavData;49;22800
DajData/NastavData;49;13700
Vloz;50;45200
Vloz;51;44300
DajIndex;51;589700
Vloz;52;44300
Vloz;53;9800
Vloz;54;44000
DajData/NastavData;54;13200
DajData/NastavData;54;13100
Vymaz;53;13500
DajIndex;53;614200
Vymaz;52;44500
DajData/NastavData;52;13200
DajIndex;52;704100
Vymaz;51;13600
DajData/NastavData;51;13600
DajData/NastavData;51;13000
DajIndex;51;595500
DajData/NastavData;51;13300
DajData/NastavData;51;13300
DajData/NastavData;51;13100
DajData/NastavData;51;13100
DajData/NastavData;51;13200
Vymaz;50;13600
Vymaz;49;13600
Vloz;50;44600
Vloz;51;44300
DajData/NastavData;51;13400
DajIndex;51;596100
DajData/NastavData;51;13200
DajIndex;51;679700
Vymaz;50;45000
DajData/NastavData;50;13200
DajData/NastavData;50;13300
DajData/NastavData;50;13200
Vloz;51;45000
DajIndex;51;599900
Vloz;52;45100
DajIndex;52;603200
DajIndex;52;610900
DajData/NastavData;52;13300
DajData/NastavData;52;13200
DajData/NastavData;52;13100
Vymaz;51;13800
DajData/NastavData;51;13200
DajData/NastavData;51;13000
Vloz;52;44500
DajData/NastavData;52;13000
DajData/NastavData;52;13100
Vymaz;51;54500
DajData/NastavData;51;13400
DajIndex;51;633500
Vloz;52;44700
DajData/NastavData;52;13300
Vymaz;51;44600
DajData/NastavData;51;13300
Vloz;52;53800
DajData/NastavData;52;13400
Vloz;53;44800
Vloz;54;9700
DajData/NastavData;54;13000
Vymaz;53;44100
Vloz;54;9700
DajData/NastavData;54;13000
DajData/NastavData;54;13000
DajData/NastavData;54;13000
Vloz;55;9500
DajData/NastavData;55;13100
DajData/NastavData;55;13300
DajData/NastavData;55;13400
DajData/NastavData;55;13100
DajIndex;55;640000
Vloz;56;44900
DajData/NastavData;56;13200
DajData/NastavData;56;13300
Vymaz;55;44200
Vymaz;54;44000
DajData/NastavData;54;13200
DajData/NastavData;54;13000
DajData/NastavData;54;13100
DajData/NastavData;54;13100
DajIndex;54;635300
Vymaz;53;44200
DajData/NastavData;53;13300
DajData/NastavData;53;13300
DajData/NastavData;53;13400
DajData/NastavData;53;13300
DajIndex;53;620100
Vloz;54;9800
Vymaz;53;44600
DajData/NastavData;53;13200
Vloz;54;9600
Vloz;55;44500
DajData/NastavData;55;13100
Vloz;56;44500
DajData/NastavData;56;13000
DajData/NastavData;56;13300
DajIndex;56;661100
DajData/NastavData;56;13400
DajData/NastavData;56;13100
Vymaz;55;44300
DajData/NastavData;55;13400
Vymaz;54;13500
Vymaz;53;13400
Vloz;54;9700
DajData/NastavData;54;13000
DajData/NastavData;54;13100
Vymaz;53;43900
DajData/NastavData;53;13200
Vymaz;52;13300
Vymaz;51;52900
DajData/NastavData;51;13400
DajData/NastavData;51;13000
DajData/NastavData;51;13300
Vymaz;50;43900
DajData/NastavData;50;13300
DajData/NastavData;50;13200
DajData/NastavData;50;13000
DajIndex;50;578000
DajData/NastavData;50;13200
DajData/NastavData;50;19400
DajData/NastavData;50;13700
DajData/NastavData;50;13000
Vymaz;49;13400
Vymaz;48;13200
DajData/NastavData;48;13300
DajData/NastavData;48;13400
DajData/NastavData;48;13200
DajData/NastavData;48;12700
Vloz;49;9500
DajData/NastavData;49;13100
Vymaz;48;44200
Vymaz;47;44100
Vloz;48;44800
DajData/NastavData;48;13200
Vloz;49;9300
DajData/NastavData;49;12900
Vymaz;48;13400
DajIndex;48;563500
Vymaz;47;44700
DajIndex;47;545000
Vloz;48;9800
Vymaz;47;44100
DajIndex;47;634400
DajData/NastavData;47;13100
DajIndex;47;698100
Vloz;48;44900
Vloz;49;9500
DajData/NastavData;49;13300
DajData/NastavData;49;13400
DajIndex;49;570700
DajData/NastavData;49;13200
DajData/NastavData;49;13300
Vloz;50;44900
DajData/NastavData;50;13300
Vloz;51;9600
Vymaz;50;44600
Vymaz;49;44300
Vloz;50;44300
DajData/NastavData;50;13200
Vymaz;49;44600
DajData/NastavData;49;13300
DajData/NastavData;49;13200
Vymaz;48;49800
DajData/NastavData;48;16400
Vymaz;47;44600
DajData/NastavData;47;13200
DajData/NastavData;47;13300
DajData/NastavData;47;13100
DajIndex;47;544600
DajData/NastavData;47;13300
Vloz;48;44300
DajIndex;48;566100
Vymaz;47;44200
Vloz;48;44400
Vymaz;47;43900
Vymaz;46;13500
Vloz;47;44200
DajData/NastavData;47;13000
DajData/NastavData;47;13500
DajData/NastavData;47;13000
Vloz;48;14000
DajData/NastavData;48;13200
DajData/NastavData;48;28000
DajData/NastavData;48;14800
DajData/NastavData;48;13200
DajData/NastavData;48;13200
Vloz;49;18600
DajData/NastavData;49;33800
DajData/NastavData;49;32000
DajData/NastavData;49;15300
DajData/NastavData;49;13300
DajData/NastavData;49;13300
DajIndex;49;598100
Vloz;50;44500
Vymaz;49;13500
Vloz;50;9900
Vloz;51;9400
Vymaz;50;44600
DajData/NastavData;50;13300
DajIndex;50;616300
DajData/NastavData;50;13500
Vymaz;49;44300
DajData/NastavData;49;13200
DajData/NastavData;49;13200
DajData/NastavData;49;13200
DajData/NastavData;49;13100
Vymaz;48;44600
Vymaz;47;43900
Vymaz;46;13400
DajData/NastavData;46;13300
DajIndex;46;555500
Vymaz;45;44400
Vymaz;44;13500
Vloz;45;9800
DajData/NastavData;45;13100
DajData/NastavData;45;13000
Vloz;46;9400
DajData/NastavData;46;13100
DajData/NastavData;46;13300
DajData/NastavData;46;13000
DajData/NastavData;46;12900
DajData/NastavData;46;13400
Vloz;47;44900
Vloz;48;44400
Vloz;49;44100
DajData/NastavData;49;13000
Vloz;50;51100
DajData/NastavData;50;13600
DajData/NastavData;50;13200
Vloz;51;44800
DajData/NastavData;51;13200
DajIndex;51;594400
Vloz;52;44800
Vloz;53;71400
Vymaz;52;14100
DajData/NastavData;52;13000
Vloz;53;9600
DajData/NastavData;53;13000
DajData/NastavData;53;12900
DajData/NastavData;53;13100
DajIndex;53;615100
Vymaz;52;13400
DajData/NastavData;52;13600
Vymaz;51;44400
Vloz;52;44500
Vymaz;51;44100
Vymaz;50;13400
DajData/NastavData;50;13200
DajIndex;50;581100
Vymaz;49;50100
DajData/NastavData;49;19100
Vloz;50;13800
Vymaz;49;67100
DajData/NastavData;49;15400
DajData/NastavData;49;13400
DajData/NastavData;49;13100
DajData/NastavData;49;13100
DajIndex;49;577700
DajIndex;49;567400
Vloz;50;45200
DajData/NastavData;50;13300
DajData/NastavData;50;13200
Vymaz;49;13300
DajData/NastavData;49;13200
DajIndex;49;593500
DajData/NastavData;49;13500
Vymaz;48;44500
Vymaz;47;13400
DajData/NastavData;47;13200
DajData/NastavData;47;13100
Vloz;48;44800
DajData/NastavData;48;13100
DajIndex;48;568600
DajIndex;48;558900
Vymaz;47;48900
DajData/NastavData;47;33100
Vymaz;46;46600
DajData/NastavData;46;13400
DajData/NastavData;46;13000
Vymaz;45;44600
Vymaz;44;13500
Vymaz;43;44300
DajIndex;43;496900
DajData/NastavData;43;13400
DajData/NastavData;43;13200
DajData/NastavData;43;13100
DajData/NastavData;43;13300
Vymaz;42;44300
DajData/NastavData;42;13400
Vloz;43;9800
DajData/NastavData;43;12800
DajData/NastavData;43;13200
DajData/NastavData;43;13100
DajData/NastavData;43;13100
Vloz;44;44400
Vloz;45;44500
DajData/NastavData;45;13200
DajData/NastavData;45;13100
DajData/NastavData;45;13000
Vymaz;44;44600
Vymaz;43;44300
Vymaz;42;44100
DajData/NastavData;42;13300
DajIndex;42;502300
Vloz;43;9900
Vloz;44;9600
DajData/NastavData;44;13200
Vloz;45;44500
DajData/NastavData;45;13200
DajData/NastavData;45;13000
Vloz;46;44900
Vloz;47;44000
DajIndex;47;551500
DajData/NastavData;47;13200
DajData/NastavData;47;13200
Vloz;48;9600
DajIndex;48;563400
Vloz;49;9900
Vymaz;48;44500
DajData/NastavData;48;13100
DajData/NastavData;48;13200
DajIndex;48;557400
Vymaz;47;44300
Vymaz;46;44000
Vymaz;45;13300
Vloz;46;44600
Vloz;47;47600
Vloz;48;44300
DajData/NastavData;48;13200
DajData/NastavData;48;13000
DajData/NastavData;48;13000
DajIndex;48;558400
Vloz;49;44600
DajData/NastavData;49;13300
Vymaz;48;13300
Vloz;49;9700
DajData/NastavData;49;13100
Vymaz;48;44200
DajData/NastavData;48;13300
Vloz;49;44600
DajData/NastavData;49;13100
DajData/NastavData;49;13100
DajData/NastavData;49;13000
DajData/NastavData;49;13300
DajData/NastavData;49;13000
Vymaz;48;13500
DajData/NastavData;48;13300
DajData/NastavData;48;13100
DajData/NastavData;48;13200
DajData/NastavData;48;13000
DajData/NastavData;48;13000
DajData/NastavData;48;13000
DajData/NastavData;48;13000
DajIndex;48;568500
DajIndex;48;563600
Vymaz;47;44200
Vymaz;46;13500
DajData/NastavData;46;18800
DajData/NastavData;46;13500
Vymaz;45;63800
DajData/NastavData;45;21600
DajIndex;45;532200
DajIndex;45;165100
DajData/NastavData;45;13300
DajData/NastavData;45;13100
Vymaz;44;44400
DajData/NastavData;44;13300
DajData/NastavData;44;12900
DajData/NastavData;44;13300
Vymaz;43;44200
DajData/NastavData;43;13200
Vymaz;42;13300
Vymaz;41;44700
Vymaz;40;13500
DajData/NastavData;40;13300
DajData/NastavData;40;13200
DajData/NastavData;40;13100
Vloz;41;44800
Vloz;42;48900
DajIndex;42;492300
Vymaz;41;44500
DajData/NastavData;41;13300
Vymaz;40;44000
DajData/NastavData;40;13200
DajData/NastavData;40;13100
DajData/NastavData;40;13100
Vloz;41;9700
Vymaz;40;13300
Vloz;41;44900
DajData/NastavData;41;21000
DajData/NastavData;41;13500
DajData/NastavData;41;13000
DajData/NastavData;41;13000
Vymaz;40;44200
DajData/NastavData;40;13200
Vymaz;39;43900
Vymaz;38;13300
DajData/NastavData;38;13200
DajData/NastavData;38;13000
DajData/NastavData;38;13300
DajIndex;38;447800
DajData/NastavData;38;13300
Vloz;39;45400
DajData/NastavData;39;13300
DajData/NastavData;39;13200
DajData/NastavData;39;13000
Vymaz;38;43800
DajData/NastavData;38;13200
Vymaz;37;44100
Vloz;38;44300
DajIndex;38;441600
DajData/NastavData;38;13200
Vloz;39;9700
DajData/NastavData;39;13100
DajData/NastavData;39;13800
DajIndex;39;457300
DajData/NastavData;39;13100
DajData/NastavData;39;13200
DajData/NastavData;39;13000
Vloz;40;9500
DajData/NastavData;40;13400
Vymaz;39;13600
Vymaz;38;13200
Vymaz;37;44700
DajData/NastavData;37;13200
DajData/NastavData;37;13200
DajData/NastavData;37;13000
DajData/NastavData;37;16200
Vloz;38;56300
Vloz;39;9900
DajData/NastavData;39;13100
DajData/NastavData;39;13200
DajData/NastavData;39;13400
DajIndex;39;452000
Vloz;40;9600
Vloz;41;9400
Vloz;42;9600
DajIndex;42;496000
DajData/NastavData;42;13300
DajIndex;42;486600
DajData/NastavData;42;13000
Vloz;43;48200
Vloz;44;9600
DajData/NastavData;44;13100
DajData/NastavData;44;13000
DajData/NastavData;44;13100
DajData/NastavData;44;13300
DajIndex;44;514300
DajData/NastavData;44;13200
Vymaz;43;13300
Vloz;44;9600
DajData/NastavData;44;13300
Vymaz;43;13400
DajData/NastavData;43;13500
Vloz;44;44800
DajData/NastavData;44;13100
DajData/NastavData;44;13200
DajData/NastavData;44;13200
Vymaz;43;13400
Vloz;44;9600
Vymaz;43;44500
DajData/NastavData;43;13200
DajData/NastavData;43;13200
Vloz;44;44400
DajData/NastavData;44;13300
DajIndex;44;515900
DajData/NastavData;44;13200
Vymaz;43;44100
DajData/NastavData;43;13100
Vloz;44;9500
DajData/NastavData;44;13200
DajIndex;44;515400
DajData/NastavData;44;13200
Vloz;45;44700
Vymaz;44;44600
DajData/NastavData;44;13300
DajData/NastavData;44;13300
Vloz;45;44400
Vymaz;44;13500
DajData/NastavData;44;13200
DajData/NastavData;44;13000
DajIndex;44;511600
Vymaz;43;44000
Vloz;44;44300
Vymaz;43;77700
DajData/NastavData;43;13400
DajData/NastavData;43;13000
Vymaz;42;43900
DajData/NastavData;42;13100
DajIndex;42;492400
Vymaz;41;13500
DajData/NastavData;41;13300
Vymaz;40;44100
DajData/NastavData;40;18600
Vymaz;39;61000
Vloz;40;15600
DajData/NastavData;40;20800
DajData/NastavData;40;13800
DajData/NastavData;40;13100
Vymaz;39;44500
DajData/NastavData;39;13200
Vloz;40;9800
DajData/NastavData;40;13100
DajData/NastavData;40;13200
DajData/NastavData;40;13100
DajData/NastavData;40;13000
Vymaz;39;44900
DajData/NastavData;39;13200
DajData/NastavData;39;13200
DajData/NastavData;39;13100
DajData/NastavData;39;13000
Vymaz;38;13600
DajData/NastavData;38;13200
Vloz;39;45000
DajData/NastavData;39;13100
DajData/NastavData;39;13200
Vloz;40;44500
DajData/NastavData;40;19800
DajData/NastavData;40;13200
Vymaz;39;13400
DajData/NastavData;39;13300
DajData/NastavData;39;12900
Vymaz;38;44400
DajData/NastavData;38;13300
DajData/NastavData;38;13100
DajData/NastavData;38;13000
DajData/NastavData;38;13000
Vloz;39;44900
DajData/NastavData;39;13300
DajData/NastavData;39;13200
DajData/NastavData;39;13100
Vloz;40;45000
Vloz;41;44300
Vymaz;40;44200
DajIndex;40;468800
Vymaz;39;13400
DajData/NastavData;39;13300
Vymaz;38;44200
DajIndex;38;465700
Vymaz;37;44500
Vymaz;36;44500
Vloz;37;9800
DajIndex;37;432800
DajIndex;37;447000
Vloz;38;9900
DajData/NastavData;38;13100
DajIndex;38;440200
Vloz;39;45000
DajData/NastavData;39;13300
Vloz;40;44600
DajData/NastavData;40;13300
DajData/NastavData;40;13000
Vymaz;39;48200
Vloz;40;44900
DajData/NastavData;40;13200
DajData/NastavData;40;13000
Vloz;41;44300
Vloz;42;9600
DajIndex;42;488200
DajData/NastavData;42;13300
DajData/NastavData;42;13100
DajData/NastavData;42;13200
DajIndex;42;494100
DajData/NastavData;42;13500
Vymaz;41;13300
Vloz;42;44900
DajData/NastavData;42;13100
Vloz;43;44300
Vymaz;42;13400
Vloz;43;44400
DajData/NastavData;43;13100
DajData/NastavData;43;13100
Vloz;44;44400
Vloz;45;9700
DajData/NastavData;45;13300
DajIndex;45;526100
DajData/NastavData;45;13200
Vloz;46;45700
Vymaz;45;44000
DajData/NastavData;45;13200
Vymaz;44;13300
Vloz;45;9600
Vymaz;44;44400
DajData/NastavData;44;13300
Vymaz;43;13400
Vymaz;42;44300
Vymaz;41;44200
Vymaz;40;44100
Vymaz;39;13600
DajData/NastavData;39;13200
Vloz;40;44100
DajData/NastavData;40;13000
DajData/NastavData;40;13000
Vloz;41;9700
Vymaz;40;44100
Vymaz;39;44300
Vymaz;38;43900
DajData/NastavData;38;13300
Vloz;39;44500
DajData/NastavData;39;13400
DajIndex;39;479700
DajData/NastavData;39;13400
DajData/NastavData;39;13100
DajData/NastavData;39;13100
Vloz;40;9700
DajData/NastavData;40;13000
DajData/NastavData;40;16800
DajData/NastavData;40;13200
DajData/NastavData;40;12900
DajData/NastavData;40;13400
DajIndex;40;476000
DajData/NastavData;40;13500
DajData/NastavData;40;13300
Vloz;41;44900
DajIndex;41;474400
DajData/NastavData;41;13300
Vymaz;40;44200
DajIndex;40;468600
Vymaz;39;44600
DajIndex;39;477100
DajData/NastavData;39;16500
DajData/NastavData;39;15100
DajData/NastavData;39;13200
DajData/NastavData;39;12900
Vloz;40;44900
DajData/NastavData;40;13000
DajData/NastavData;40;13000
Vloz;41;9500
DajIndex;41;555200
DajData/NastavData;41;13400
Vloz;42;44900
Vymaz;41;44100
Vloz;42;44800
Vloz;43;44100
Vloz;44;9600
DajIndex;44;511300
DajData/NastavData;44;13200
Vymaz;43;54800
DajIndex;43;499700
Vymaz;42;13400
DajData/NastavData;42;13300
Vymaz;41;44200
DajData/NastavData;41;13500
DajData/NastavData;41;13300
DajIndex;41;482900
DajData/NastavData;41;13400
Vloz;42;9500
DajData/NastavData;42;13000
DajData/NastavData;42;13200
DajData/NastavData;42;13000
Vymaz;41;44400
DajData/NastavData;41;13200
DajData/NastavData;41;13200
DajData/NastavData;41;13000
Vymaz;40;44100
DajData/NastavData;40;13200
DajData/NastavData;40;13000
DajData/NastavData;40;13000
Vymaz;39;44000
Vloz;40;48900
Vymaz;39;44100
DajData/NastavData;39;13100
DajData/NastavData;39;13000
Vymaz;38;44100
Vloz;39;9600
DajData/NastavData;39;13300
DajData/NastavData;39;13000
DajData/NastavData;39;12900
DajData/NastavData;39;13100
Vymaz;38;44100
DajData/NastavData;38;13300
Vymaz;37;44100
DajData/NastavData;37;13300
DajData/NastavData;37;13000
DajData/NastavData;37;13000
DajData/NastavData;37;13000
DajData/NastavData;37;13000
DajData/NastavData;37;13500
DajData/NastavData;37;13000
Vymaz;36;44500
DajData/NastavData;36;13200
DajData/NastavData;36;13300
DajData/NastavData;36;13000
DajData/NastavData;36;13200
DajData/NastavData;36;13000
DajData/NastavData;36;12900
Vloz;37;44500
DajData/NastavData;37;13100
Vloz;38;44900
Vymaz;37;13500
DajIndex;37;429900
DajData/NastavData;37;13300
DajData/NastavData;37;13300
DajIndex;37;433900
DajData/NastavData;37;13300
DajData/NastavData;37;13200
DajData/NastavData;37;13100
Vloz;38;44700
Vloz;39;9500
Vloz;40;44500
DajData/NastavData;40;12900
Vloz;41;47100
DajData/NastavData;41;13100
DajData/NastavData;41;13000
Vloz;42;44200
DajData/NastavData;42;13300
Vymaz;41;47300
DajData/NastavData;41;13100
DajData/NastavData;41;13200
Vymaz;40;43800
DajData/NastavData;40;13200
DajData/NastavData;40;13100
Vloz;41;44300
DajData/NastavData;41;13000
Vymaz;40;44900
DajData/NastavData;40;13200
DajIndex;40;465800
Vloz;41;9900
Vloz;42;9400
Vloz;43;9200
DajData/NastavData;43;13100
DajData/NastavData;43;13300
Vloz;44;45000
Vloz;45;43900
DajData/NastavData;45;13100
DajData/NastavData;45;13100
Vymaz;44;43600
DajData/NastavData;44;13300
DajData/NastavData;44;13100
DajData/NastavData;44;12900
Vloz;45;44300
Vymaz;44;13700
DajData/NastavData;44;13400
Vymaz;43;13300
DajIndex;43;502200
DajData/NastavData;43;13300
DajData/NastavData;43;13100
Vymaz;42;44100
DajData/NastavData;42;13200
Vymaz;41;44300
DajData/NastavData;41;13300
Vloz;42;44200
DajData/NastavData;42;13200
DajIndex;42;495600
DajData/NastavData;42;13200
Vymaz;41;13300
Vloz;42;44300
DajIndex;42;488200
DajIndex;42;653800
Vloz;43;44900
DajData/NastavData;43;13300
Vloz;44;9900
Vymaz;43;44000
DajData/NastavData;43;13200
DajData/NastavData;43;13000
Vymaz;42;44000
DajData/NastavData;42;13200
DajData/NastavData;42;17700
Vymaz;41;44000
Vymaz;40;13400
DajData/NastavData;40;13000
DajData/NastavData;40;13500
DajData/NastavData;40;13300
DajData/NastavData;40;13000
Vloz;41;9300
Vloz;42;9300
DajData/NastavData;42;13000
DajData/NastavData;42;13000
Vymaz;41;13300
DajIndex;41;476000
DajData/NastavData;41;13200
DajData/NastavData;41;13600
Vloz;42;9700
Vymaz;41;44400
DajIndex;41;545600
DajIndex;41;482700
DajData/NastavData;41;13200
DajData/NastavData;41;13200
DajData/NastavData;41;13200
DajData/NastavData;41;13100
Vymaz;40;44800
DajData/NastavData;40;13200
Vymaz;39;13300
DajData/NastavData;39;13300
DajData/NastavData;39;13200
DajData/NastavData;39;13200
DajData/NastavData;39;13200
DajData/NastavData;39;13400
Vymaz;38;44600
DajData/NastavData;38;13100
DajData/NastavData;38;13300
DajData/NastavData;38;13300
DajData/NastavData;38;13300
Vloz;39;48800
DajData/NastavData;39;13200
Vymaz;38;13400
DajData/NastavData;38;13200
Vloz;39;9600
DajData/NastavData;39;13100
Vloz;40;44900
Vloz;41;44400
DajData/NastavData;41;13300
Vloz;42;45000
DajData/NastavData;42;13000
DajData/NastavData;42;13100
DajData/NastavData;42;13100
DajData/NastavData;42;13300
DajData/NastavData;42;13200
Vloz;43;44600
DajIndex;43;502700
DajIndex;43;506100
DajData/NastavData;43;13100
DajData/NastavData;43;13100
Vloz;44;44500
DajIndex;44;529200
Vloz;45;45000
Vymaz;44;44400
Vymaz;43;44200
Vloz;44;44400
DajData/NastavData;44;13100
Vymaz;43;13500
DajData/NastavData;43;13400
DajIndex;43;502700
DajData/NastavData;43;13500
DajIndex;43;503300
DajIndex;43;507300
DajData/NastavData;43;13300
DajIndex;43;544300
Vymaz;42;21700
Vloz;43;15500
Vloz;44;85600
DajData/NastavData;44;14000
DajData/NastavData;44;13300
Vymaz;43;13800
Vloz;44;18700
DajData/NastavData;44;22200
Vloz;45;9600
DajData/NastavData;45;13100
DajIndex;45;619800
DajData/NastavData;45;38200
DajData/NastavData;45;26500
Vloz;46;24100
DajData/NastavData;46;27200
DajData/NastavData;46;33400
Vloz;47;133700
Vymaz;46;122800
DajData/NastavData;46;32500
Vloz;47;115600
DajData/NastavData;47;33000
Vloz;48;114900
DajData/NastavData;48;25900
DajData/NastavData;48;22100
Vloz;49;74000
DajIndex;49;860400
DajData/NastavData;49;14300
DajIndex;49;572900
Vloz;50;45200
Vymaz;49;44800
Vloz;50;44600
DajData/NastavData;50;13200
DajData/NastavData;50;13100
Vloz;51;48900
DajData/NastavData;51;13300
DajData/NastavData;51;13000
DajData/NastavData;51;13100
Vymaz;50;13600
DajData/NastavData;50;13100
Vymaz;49;13400
DajData/NastavData;49;13100
DajData/NastavData;49;13100
DajData/NastavData;49;13100
DajData/NastavData;49;12900
DajIndex;49;572600
DajData/NastavData;49;13400
DajData/NastavData;49;13200
DajData/NastavData;49;12800
DajData/NastavData;49;12900
DajData/NastavData;49;13000
Vymaz;48;44200
Vymaz;47;13500
DajData/NastavData;47;13200
Vloz;48;45000
DajData/NastavData;48;13200
DajData/NastavData;48;13200
DajData/NastavData;48;13000
DajData/NastavData;48;13200
DajData/NastavData;48;13000
DajData/NastavData;48;13200
Vymaz;47;44300
DajData/NastavData;47;13100
Vymaz;46;43900
DajData/NastavData;46;13100
Vloz;47;44300
DajIndex;47;804600
DajData/NastavData;47;14500
Vloz;48;79200
DajData/NastavData;48;23600
DajData/NastavData;48;17900
DajData/NastavData;48;19300
DajData/NastavData;48;17600
Vymaz;47;88600
DajData/NastavData;47;20200
DajData/NastavData;47;20500
Vloz;48;72400
DajData/NastavData;48;37500
Vymaz;47;35800
DajData/NastavData;47;34600
Vloz;48;38900
DajData/NastavData;48;39200
DajData/NastavData;48;36600
Vloz;49;25900
Vloz;50;118700
DajData/NastavData;50;27300
Vymaz;49;16400
DajData/NastavData;49;13500
DajData/NastavData;49;13300
Vloz;50;46100
Vymaz;49;44500
Vymaz;48;44100
Vymaz;47;48300
DajData/NastavData;47;13500
Vloz;48;9700
DajData/NastavData;48;13200
Vloz;49;44900
DajData/NastavData;49;13200
Vymaz;48;44000
DajIndex;48;753700
Vymaz;47;107300
Vymaz;46;134500
DajData/NastavData;46;39100
Vloz;47;86400
DajData/NastavData;47;14600
Vloz;48;45500
Vloz;49;44600
DajData/NastavData;49;18000
DajIndex;49;927500
Vloz;50;71200
DajData/NastavData;50;36100
DajData/NastavData;50;39800
DajData/NastavData;50;38900
DajData/NastavData;50;36200
DajIndex;50;609800
Vloz;51;11400
DajData/NastavData;51;13800
DajData/NastavData;51;13300
Vymaz;50;46700
Vymaz;49;44800
DajData/NastavData;49;13300
DajIndex;49;709700
DajData/NastavData;49;21400
Vymaz;48;18800
Vloz;49;14800
Vloz;50;69300
Vymaz;49;20100
Vloz;50;68400
Vymaz;49;20300
Vloz;50;14100
Vloz;51;87600
DajData/NastavData;51;21000
Vloz;52;68300
DajData/NastavData;52;31100
DajData/NastavData;52;21000
DajData/NastavData;52;21100
DajIndex;52;968800
DajData/NastavData;52;20700
DajIndex;52;988000
Vloz;53;69800
DajIndex;53;990900
Vymaz;52;21000
DajData/NastavData;52;19900
Vloz;53;14500
Vymaz;52;68300
DajData/NastavData;52;18900
DajIndex;52;963400
Vymaz;51;70500
DajData/NastavData;51;25900
DajData/NastavData;51;20400
Vymaz;50;70000
Vymaz;49;21200
DajData/NastavData;49;21800
