Operacia;PocetPrvkov;TrvanieOperacie
Vymaz;78;43800
DajData/NastavData;78;13100
DajData/NastavData;78;13300
Vloz;79;44300
Vloz;80;44300
Vymaz;79;13200
Vloz;80;43900
Vloz;81;43900
DajData/NastavData;81;12800
DajIndex;81;943000
DajIndex;81;946600
Vloz;82;44800
Vymaz;81;43900
Vymaz;80;44000
Vymaz;79;44200
Vloz;80;44200
DajIndex;80;935200
Vloz;81;44100
Vloz;82;9500
DajData/NastavData;82;13000
Vloz;83;9400
DajData/NastavData;83;13000
Vymaz;82;44300
DajData/NastavData;82;13100
Vymaz;81;13500
Vloz;82;44700
Vloz;83;45600
Vymaz;82;43800
DajIndex;82;968200
Vloz;83;44700
Vloz;84;9600
Vymaz;83;44100
Vloz;84;9400
Vloz;85;44400
Vymaz;84;43800
DajData/NastavData;84;28100
Vloz;85;9800
Vloz;86;44500
DajIndex;86;1006900
DajData/NastavData;86;13100
DajData/NastavData;86;13100
Vymaz;85;44300
DajIndex;85;987600
DajIndex;85;985300
Vymaz;84;13400
Vloz;85;44700
Vymaz;84;47400
DajIndex;84;995600
Vymaz;83;44400
DajData/NastavData;83;13100
Vloz;84;44300
Vymaz;83;13100
Vloz;84;44200
Vloz;85;44400
DajIndex;85;985900
Vloz;86;9600
DajData/NastavData;86;13000
Vloz;87;9400
Vymaz;86;47700
Vymaz;85;13300
Vloz;86;9400
DajData/NastavData;86;13000
Vloz;87;44500
Vloz;88;9300
Vloz;89;44200
DajData/NastavData;89;13100
Vymaz;88;13400
Vloz;89;45400
DajData/NastavData;89;13100
Vymaz;88;13200
Vymaz;87;44000
Vymaz;86;43700
DajData/NastavData;86;13100
Vloz;87;44200
Vloz;88;44300
Vloz;89;44000
Vymaz;88;43800
DajData/NastavData;88;13000
Vymaz;87;43600
Vymaz;86;43900
Vloz;87;44200
Vloz;88;44100
DajData/NastavData;88;13000
Vloz;89;43800
DajData/NastavData;89;13100
Vloz;90;9500
Vloz;91;44500
DajIndex;91;1051700
Vymaz;90;44300
Vloz;91;44100
DajData/NastavData;91;13000
DajIndex;91;1069700
Vymaz;90;43800
DajData/NastavData;90;13000
Vloz;91;44200
Vloz;92;9400
DajData/NastavData;92;13100
Vymaz;91;43900
DajIndex;91;1057500
Vloz;92;44000
Vloz;93;45300
Vymaz;92;13200
Vloz;93;43900
DajData/NastavData;93;13100
DajData/NastavData;93;13100
DajData/NastavData;93;13000
DajIndex;93;1082200
Vymaz;92;13300
DajData/NastavData;92;13000
Vymaz;91;13200
Vloz;92;44200
DajData/NastavData;92;13000
DajData/NastavData;92;12900
Vloz;93;44100
Vymaz;92;43700
DajData/NastavData;92;13000
Vymaz;91;13400
Vloz;92;44000
Vymaz;91;13200
Vymaz;90;13200
Vymaz;89;46600
Vloz;90;43900
DajData/NastavData;90;13000
Vymaz;89;13200
Vloz;90;9500
Vymaz;89;13300
Vymaz;88;13200
DajData/NastavData;88;13000
Vymaz;87;13300
Vymaz;86;13000
Vymaz;85;43700
Vloz;86;43900
Vloz;87;43900
DajIndex;87;1018400
Vymaz;86;43900
Vymaz;85;43900
Vloz;86;43900
Vymaz;85;43900
Vloz;86;52500
Vloz;87;9600
Vymaz;86;13300
DajIndex;86;1000200
DajData/NastavData;86;13100
DajData/NastavData;86;40600
Vloz;87;9800
Vymaz;86;44100
Vloz;87;44300
Vloz;88;9400
Vymaz;87;13400
Vloz;88;44700
Vloz;89;44400
DajIndex;89;1031800
Vloz;90;44000
DajData/NastavData;90;12900
Vloz;91;9400
DajIndex;91;1057400
DajIndex;91;1071400
DajIndex;91;1094600
DajData/NastavData;91;13500
DajData/NastavData;91;13200
Vymaz;90;44800
DajData/NastavData;90;13300
DajData/NastavData;90;13000
DajData/NastavData;90;13200
Vloz;91;44400
DajData/NastavData;91;13000
DajIndex;91;1053800
DajData/NastavData;91;13100
Vymaz;90;44100
Vymaz;89;13300
Vymaz;88;43800
Vloz;89;50600
Vloz;90;68200
Vymaz;89;44500
Vloz;90;44000
Vloz;91;9600
DajData/NastavData;91;12800
Vloz;92;44500
Vymaz;91;43800
DajData/NastavData;91;13300
DajData/NastavData;91;13000
Vymaz;90;43800
Vymaz;89;43900
DajData/NastavData;89;12900
DajData/NastavData;89;12800
DajData/NastavData;89;12800
Vymaz;88;13500
Vymaz;87;13200
DajData/NastavData;87;13000
DajIndex;87;1005000
Vloz;88;44200
DajData/NastavData;88;13100
DajData/NastavData;88;13100
Vloz;89;44400
Vloz;90;9500
Vloz;91;44400
Vymaz;90;43800
Vloz;91;44400
Vymaz;90;43700
Vymaz;89;13200
Vymaz;88;13300
Vloz;89;44400
Vloz;90;43900
Vymaz;89;44000
Vloz;90;44400
Vloz;91;43800
Vloz;92;44100
Vymaz;91;44100
DajData/NastavData;91;13100
Vymaz;90;33500
DajIndex;90;1041700
DajData/NastavData;90;13300
Vymaz;89;44200
Vymaz;88;44100
Vymaz;87;43800
Vloz;88;9900
Vymaz;87;44200
Vymaz;86;43900
DajData/NastavData;86;13100
Vloz;87;44600
Vymaz;86;43800
DajIndex;86;991200
Vloz;87;44300
Vymaz;86;44000
Vymaz;85;43800
Vymaz;84;45300
DajData/NastavData;84;13200
DajData/NastavData;84;13100
Vymaz;83;45600
Vloz;84;44600
Vymaz;83;13200
Vloz;84;9700
Vymaz;83;13400
DajIndex;83;959700
Vloz;84;44600
Vymaz;83;44000
Vymaz;82;13400
Vymaz;81;43500
Vymaz;80;44500
DajData/NastavData;80;13200
Vloz;81;44400
DajData/NastavData;81;13300
Vymaz;80;44200
DajIndex;80;948500
Vloz;81;10000
Vymaz;80;44100
Vymaz;79;13200
Vloz;80;44200
DajData/NastavData;80;13200
DajData/NastavData;80;12900
Vymaz;79;13300
DajData/NastavData;79;13300
Vymaz;78;13100
Vymaz;77;44200
Vloz;78;9600
DajData/NastavData;78;13200
DajData/NastavData;78;13100
Vloz;79;44200
DajData/NastavData;79;13000
Vloz;80;9400
Vymaz;79;44300
Vymaz;78;44600
Vymaz;77;13400
Vymaz;76;44200
Vymaz;75;13100
DajData/NastavData;75;13000
Vymaz;74;45100
Vymaz;73;13200
DajData/NastavData;73;13200
Vymaz;72;43700
DajData/NastavData;72;13100
Vloz;73;44000
DajIndex;73;993100
Vloz;74;10200
Vloz;75;9500
Vymaz;74;13600
Vloz;75;45500
DajData/NastavData;75;13100
Vloz;76;44700
DajIndex;76;896200
Vloz;77;44700
DajData/NastavData;77;13000
Vloz;78;9400
DajData/NastavData;78;13100
Vymaz;77;44000
DajData/NastavData;77;13300
Vloz;78;44800
DajIndex;78;945900
DajData/NastavData;78;13800
DajData/NastavData;78;13100
DajIndex;78;1449800
DajData/NastavData;78;29200
Vloz;79;44900
Vymaz;78;56700
Vymaz;77;13800
DajData/NastavData;77;13200
Vloz;78;47900
DajData/NastavData;78;13200
Vloz;79;44500
Vloz;80;9800
Vymaz;79;44400
Vymaz;78;43800
Vymaz;77;13200
Vloz;78;44500
Vloz;79;44400
Vymaz;78;44100
Vloz;79;44000
Vloz;80;43700
DajData/NastavData;80;12900
Vymaz;79;43800
Vloz;80;44200
Vymaz;79;44200
Vymaz;78;43600
DajData/NastavData;78;13300
Vymaz;77;43900
Vloz;78;9500
Vymaz;77;44200
Vymaz;76;13000
DajData/NastavData;76;12900
DajData/NastavData;76;12800
Vymaz;75;44200
Vloz;76;9400
Vymaz;75;44000
Vymaz;74;13300
Vymaz;73;13100
Vymaz;72;13300
DajIndex;72;836900
Vloz;73;44600
Vymaz;72;13500
DajIndex;72;831100
Vloz;73;44100
DajData/NastavData;73;13000
Vymaz;72;44000
Vymaz;71;44200
Vymaz;70;43700
Vloz;71;43800
Vloz;72;9500
DajData/NastavData;72;13000
DajData/NastavData;72;13000
DajData/NastavData;72;13000
Vymaz;71;13400
Vymaz;70;44400
Vloz;71;9400
Vymaz;70;44000
Vloz;71;9400
Vloz;72;44500
Vloz;73;44400
Vloz;74;9400
Vloz;75;9200
DajData/NastavData;75;13000
Vloz;76;44600
Vymaz;75;43500
Vloz;76;43700
Vloz;77;9500
Vymaz;76;13300
Vymaz;75;44000
Vymaz;74;44000
DajData/NastavData;74;13100
DajData/NastavData;74;13000
Vymaz;73;49300
Vymaz;72;43800
Vloz;73;44300
Vloz;74;44200
DajData/NastavData;74;12900
Vymaz;73;13100
Vymaz;72;43900
DajData/NastavData;72;12900
Vymaz;71;43700
Vloz;72;9500
DajIndex;72;838800
Vloz;73;43900
Vloz;74;9300
Vymaz;73;13500
Vloz;74;9400
DajData/NastavData;74;13000
DajData/NastavData;74;13100
DajData/NastavData;74;12800
DajData/NastavData;74;12800
Vymaz;73;13300
Vymaz;72;13200
Vymaz;71;44100
Vloz;72;44000
Vymaz;71;13000
Vloz;72;9300
DajData/NastavData;72;13200
DajIndex;72;837300
Vymaz;71;44000
Vloz;72;45900
DajIndex;72;843900
Vloz;73;44400
Vloz;74;43900
DajData/NastavData;74;13200
Vloz;75;43900
Vloz;76;9500
Vloz;77;44600
DajData/NastavData;77;13000
Vloz;78;44000
Vymaz;77;43600
Vloz;78;9400
Vymaz;77;13300
Vymaz;76;43500
Vloz;77;43800
Vymaz;76;43900
Vloz;77;44400
Vloz;78;44100
Vloz;79;43900
Vloz;80;9400
Vloz;81;50400
Vymaz;80;44000
Vloz;81;44100
Vloz;82;9300
Vymaz;81;44000
Vymaz;80;13200
Vymaz;79;13000
Vymaz;78;12900
Vymaz;77;13100
Vloz;78;9400
Vloz;79;9200
Vloz;80;9200
Vloz;81;44400
Vloz;82;9400
DajData/NastavData;82;13000
Vloz;83;44000
DajData/NastavData;83;12900
Vymaz;82;43900
DajIndex;82;952000
Vloz;83;44600
Vloz;84;43900
DajIndex;84;966200
Vymaz;83;45700
Vymaz;82;43800
Vymaz;81;43700
Vymaz;80;43700
DajData/NastavData;80;12900
Vloz;81;44300
Vloz;82;44500
Vloz;83;44000
DajData/NastavData;83;13100
DajData/NastavData;83;12800
Vloz;84;44100
Vymaz;83;44000
Vloz;84;44400
Vloz;85;44500
Vymaz;84;43900
Vloz;85;9500
DajData/NastavData;85;13100
Vloz;86;48700
DajIndex;86;1003400
Vloz;87;44600
Vloz;88;9600
DajIndex;88;1020500
DajIndex;88;1033300
Vymaz;87;13400
Vymaz;86;44000
Vloz;87;9700
Vloz;88;9200
Vloz;89;9100
DajData/NastavData;89;12900
Vloz;90;9300
Vymaz;89;44700
Vymaz;88;44000
Vloz;89;9400
Vloz;90;44800
DajData/NastavData;90;13200
DajIndex;90;1036700
Vymaz;89;14600
Vloz;90;9600
DajData/NastavData;90;13200
Vymaz;89;44200
DajData/NastavData;89;13000
Vymaz;88;44300
Vloz;89;44400
DajData/NastavData;89;13200
DajData/NastavData;89;13000
Vloz;90;44100
Vymaz;89;43800
DajData/NastavData;89;13200
Vloz;90;9600
Vymaz;89;13700
DajData/NastavData;89;13100
DajIndex;89;1044700
Vymaz;88;44000
Vymaz;87;13200
Vymaz;86;12900
Vymaz;85;13100
Vymaz;84;43900
Vloz;85;9500
Vloz;86;44400
Vloz;87;9500
Vymaz;86;43700
Vloz;87;44000
Vloz;88;44000
Vymaz;87;43500
Vloz;88;44500
DajData/NastavData;88;13200
DajData/NastavData;88;13100
Vymaz;87;13500
Vymaz;86;43500
Vloz;87;9400
Vloz;88;9100
DajData/NastavData;88;13100
DajData/NastavData;88;13000
Vymaz;87;44300
Vloz;88;45700
DajData/NastavData;88;13000
Vloz;89;44500
Vloz;90;44500
DajData/NastavData;90;13100
DajData/NastavData;90;12900
DajData/NastavData;90;12800
Vymaz;89;13400
Vymaz;88;44300
DajData/NastavData;88;13400
Vloz;89;44500
Vymaz;88;43800
Vloz;89;9400
DajIndex;89;1039100
Vymaz;88;13400
Vloz;89;44600
DajData/NastavData;89;13200
Vloz;90;44600
Vymaz;89;43900
DajData/NastavData;89;13100
Vymaz;88;43800
Vymaz;87;44100
Vloz;88;9600
Vloz;89;43900
DajData/NastavData;89;13200
Vymaz;88;44000
DajData/NastavData;88;13300
Vloz;89;9400
DajIndex;89;1035700
Vloz;90;9300
Vloz;91;44400
Vloz;92;44200
DajData/NastavData;92;13000
Vloz;93;44500
Vymaz;92;44400
DajIndex;92;1072800
Vloz;93;45500
DajIndex;93;1083300
Vymaz;92;43700
Vloz;93;9500
Vymaz;92;44300
Vloz;93;44400
Vloz;94;9400
Vloz;95;44800
Vloz;96;43800
DajData/NastavData;96;13400
DajData/NastavData;96;13100
Vymaz;95;44500
Vloz;96;44200
DajData/NastavData;96;13300
Vloz;97;44600
DajIndex;97;1137300
DajIndex;97;1120700
Vymaz;96;44100
Vloz;97;9500
Vloz;98;44300
Vymaz;97;44200
Vymaz;96;44000
Vymaz;95;44200
Vymaz;94;44000
Vymaz;93;43800
DajData/NastavData;93;13100
Vymaz;92;44200
Vymaz;91;13200
Vymaz;90;13100
Vloz;91;44300
Vymaz;90;45700
Vymaz;89;43700
Vloz;90;44500
DajIndex;90;1051100
Vloz;91;9600
DajData/NastavData;91;13100
Vloz;92;44300
Vymaz;91;44100
DajIndex;91;1057200
DajData/NastavData;91;13000
DajData/NastavData;91;13100
Vymaz;90;44600
Vloz;91;44500
DajData/NastavData;91;13200
Vymaz;90;44400
DajIndex;90;1048000
DajIndex;90;1048000
Vloz;91;9600
Vloz;92;9500
Vloz;93;44800
Vymaz;92;44400
DajData/NastavData;92;13200
DajIndex;92;1068300
Vloz;93;9600
DajData/NastavData;93;13200
Vloz;94;44600
DajData/NastavData;94;13200
Vymaz;93;13300
Vymaz;92;44000
Vloz;93;44200
Vloz;94;44100
Vloz;95;9400
DajIndex;95;1100900
Vloz;96;46000
Vloz;97;9500
Vloz;98;9400
Vloz;99;44500
Vloz;100;44300
Vloz;101;9300
Vymaz;100;13400
DajIndex;100;1182100
Vymaz;99;13700
Vloz;100;9700
Vymaz;99;13200
Vloz;100;44900
Vloz;101;44100
Vloz;102;9500
DajData/NastavData;102;13000
Vymaz;101;44000
DajData/NastavData;101;13300
Vymaz;100;13200
Vymaz;99;44200
Vymaz;98;43800
Vymaz;97;43400
Vloz;98;9500
Vymaz;97;13200
DajData/NastavData;97;13300
Vymaz;96;44000
Vymaz;95;43300
DajData/NastavData;95;13000
Vloz;96;44000
DajData/NastavData;96;13200
Vloz;97;9300
DajData/NastavData;97;12900
DajData/NastavData;97;13000
Vymaz;96;44000
DajData/NastavData;96;13300
DajData/NastavData;96;13100
Vloz;97;44500
Vloz;98;44400
Vymaz;97;47000
DajData/NastavData;97;13200
Vymaz;96;13300
Vymaz;95;43700
DajData/NastavData;95;13300
DajData/NastavData;95;13100
Vymaz;94;44000
DajData/NastavData;94;13200
Vloz;95;9500
Vymaz;94;44200
DajIndex;94;1098400
Vymaz;93;44000
DajData/NastavData;93;13100
Vloz;94;44900
Vloz;95;9500
DajData/NastavData;95;13300
DajData/NastavData;95;13100
DajIndex;95;1111000
DajData/NastavData;95;13300
DajData/NastavData;95;13100
Vymaz;94;44300
Vymaz;93;43800
Vloz;94;9600
Vymaz;93;44300
Vymaz;92;43600
DajData/NastavData;92;14300
Vymaz;91;13500
DajData/NastavData;91;13100
Vloz;92;9600
Vymaz;91;13500
Vymaz;90;13100
Vymaz;89;44000
Vymaz;88;43500
DajIndex;88;1028900
Vloz;89;9600
DajIndex;89;1041500
Vymaz;88;13500
Vymaz;87;13200
Vloz;88;9500
DajData/NastavData;88;13200
Vloz;89;44300
Vloz;90;44800
DajData/NastavData;90;13100
DajData/NastavData;90;13000
DajIndex;90;1043400
Vymaz;89;43900
Vymaz;88;43900
Vloz;89;44500
Vloz;90;44300
Vymaz;89;13200
Vloz;90;44500
Vloz;91;9500
Vloz;92;44400
Vymaz;91;45500
Vymaz;90;13400
Vymaz;89;43900
Vloz;90;44000
Vloz;91;43900
Vloz;92;9300
Vymaz;91;13300
Vloz;92;9500
Vloz;93;9300
Vloz;94;9400
Vymaz;93;44600
Vymaz;92;13200
Vymaz;91;13100
Vloz;92;9500
DajData/NastavData;92;13200
Vloz;93;9400
Vloz;94;44600
Vloz;95;44500
DajIndex;95;1107400
Vymaz;94;45100
DajIndex;94;1095000
Vloz;95;9700
Vymaz;94;44100
DajData/NastavData;94;13300
DajData/NastavData;94;13200
Vymaz;93;13200
Vymaz;92;13200
Vymaz;91;13100
DajData/NastavData;91;13100
DajData/NastavData;91;13200
Vloz;92;44600
Vloz;93;9500
Vloz;94;9200
Vloz;95;44200
Vymaz;94;44300
DajIndex;94;1091600
Vymaz;93;46300
Vymaz;92;13200
Vymaz;91;43900
Vloz;92;9500
Vloz;93;44300
DajIndex;93;1086900
Vloz;94;9600
DajData/NastavData;94;13100
DajIndex;94;1086900
Vymaz;93;13300
Vloz;94;44500
Vymaz;93;44100
Vloz;94;44100
Vymaz;93;44500
DajIndex;93;1076100
Vymaz;92;45300
Vloz;93;44200
Vloz;94;9400
DajIndex;94;1094500
DajData/NastavData;94;13100
Vloz;95;44500
Vymaz;94;44200
DajData/NastavData;94;13000
Vymaz;93;43900
Vloz;94;9500
Vloz;95;48000
DajData/NastavData;95;13000
DajData/NastavData;95;13000
Vloz;96;44600
Vloz;97;44000
DajData/NastavData;97;13200
Vymaz;96;43800
DajData/NastavData;96;14800
Vloz;97;9700
DajData/NastavData;97;12900
Vloz;98;44900
DajData/NastavData;98;13000
Vymaz;97;44200
Vymaz;96;43700
Vymaz;95;43600
DajData/NastavData;95;13200
Vymaz;94;44000
Vymaz;93;43700
DajData/NastavData;93;13500
Vloz;94;44000
Vloz;95;43900
DajData/NastavData;95;13100
Vloz;96;44300
Vloz;97;44600
DajData/NastavData;97;13300
Vloz;98;60100
Vloz;99;47400
DajIndex;99;1146400
Vloz;100;44300
Vymaz;99;43900
Vloz;100;44000
Vloz;101;9700
DajData/NastavData;101;13300
Vymaz;100;44100
Vymaz;99;44200
Vloz;100;9500
Vymaz;99;13400
Vymaz;98;13100
Vymaz;97;43700
Vloz;98;45600
Vymaz;97;44200
Vymaz;96;43900
Vloz;97;43900
Vymaz;96;43700
Vloz;97;43800
DajData/NastavData;97;13200
DajData/NastavData;97;13000
Vloz;98;9400
Vymaz;97;48200
Vymaz;96;43600
DajData/NastavData;96;13200
Vloz;97;44100
DajData/NastavData;97;13100
Vloz;98;44400
DajData/NastavData;98;13100
DajData/NastavData;98;13000
DajData/NastavData;98;12900
Vymaz;97;45900
Vloz;98;44100
DajData/NastavData;98;13000
DajIndex;98;1147600
Vymaz;97;44200
Vymaz;96;43900
Vymaz;95;43600
DajIndex;95;1099100
Vymaz;94;13400
Vloz;95;10300
Vloz;96;44600
DajData/NastavData;96;13000
Vymaz;95;13300
DajData/NastavData;95;13100
Vloz;96;9300
DajData/NastavData;96;13200
Vymaz;95;23700
Vloz;96;15000
Vymaz;95;62500
Vymaz;94;54800
Vymaz;93;44700
DajData/NastavData;93;13200
Vymaz;92;16500
Vymaz;91;25000
Vymaz;90;45100
Vymaz;89;13300
Vloz;90;53200
DajData/NastavData;90;18400
Vloz;91;60100
Vymaz;90;47100
Vloz;91;54300
Vloz;92;44600
Vloz;93;52200
Vymaz;92;62300
Vymaz;91;20900
Vloz;92;19000
Vloz;93;64200
DajIndex;93;2282100
DajIndex;93;1078500
DajIndex;93;1080600
DajIndex;93;1089200
Vymaz;92;45900
Vloz;93;10200
Vloz;94;45700
DajData/NastavData;94;13800
Vymaz;93;47100
DajData/NastavData;93;13400
Vymaz;92;45700
Vymaz;91;45600
Vloz;92;9800
DajData/NastavData;92;17000
Vloz;93;45500
DajData/NastavData;93;32300
DajData/NastavData;93;20400
Vymaz;92;22200
Vloz;93;75500
Vymaz;92;23700
Vymaz;91;74300
DajData/NastavData;91;20300
Vloz;92;73200
DajIndex;92;1958300
Vymaz;91;82700
Vloz;92;15600
DajData/NastavData;92;21800
Vymaz;91;75500
Vymaz;90;71500
Vymaz;89;71900
Vloz;90;82800
Vymaz;89;70900
Vloz;90;92100
Vloz;91;76100
Vloz;92;68600
Vloz;93;74500
Vymaz;92;73500
Vymaz;91;73500
Vymaz;90;86000
DajData/NastavData;90;27400
Vymaz;89;70000
Vloz;90;75500
DajData/NastavData;90;21100
DajData/NastavData;90;18900
Vymaz;89;72900
Vymaz;88;67800
Vymaz;87;22000
Vloz;88;71700
DajData/NastavData;88;27200
Vloz;89;73700
DajData/NastavData;89;42000
Vymaz;88;21300
Vloz;89;14900
DajIndex;89;1854500
Vymaz;88;75000
Vymaz;87;68300
DajData/NastavData;87;19800
Vloz;88;74600
DajData/NastavData;88;19600
Vymaz;87;19700
Vloz;88;68100
DajData/NastavData;88;20800
DajData/NastavData;88;19800
Vloz;89;78100
Vymaz;88;20100
Vloz;89;67100
Vloz;90;65400
Vloz;91;14700
DajData/NastavData;91;25500
Vymaz;90;19700
Vymaz;89;68400
DajData/NastavData;89;19900
Vymaz;88;20500
Vloz;89;14500
Vymaz;88;20600
Vymaz;87;68000
Vloz;88;68200
DajIndex;88;1615500
DajData/NastavData;88;19200
Vloz;89;68700
Vloz;90;68800
DajIndex;90;1671400
Vloz;91;73200
Vloz;92;68200
Vymaz;91;74200
Vloz;92;16800
DajData/NastavData;92;20300
Vymaz;91;25000
Vymaz;90;21300
Vloz;91;14900
Vymaz;90;69500
Vymaz;89;70000
Vymaz;88;67000
DajIndex;88;1635200
Vymaz;87;69400
Vloz;88;68800
Vymaz;87;70700
Vymaz;86;20700
Vymaz;85;68700
DajData/NastavData;85;24200
Vloz;86;77500
Vloz;87;14500
Vymaz;86;68300
DajData/NastavData;86;20000
Vloz;87;70400
Vymaz;86;21000
Vymaz;85;68900
DajData/NastavData;85;20700
Vymaz;84;69400
DajData/NastavData;84;20500
Vymaz;83;21000
DajData/NastavData;83;20100
Vymaz;82;74200
Vymaz;81;68800
Vymaz;80;20300
DajIndex;80;1488500
Vloz;81;15300
Vymaz;80;69200
Vymaz;79;72800
Vloz;80;18700
DajIndex;80;1467400
Vymaz;79;45400
DajData/NastavData;79;40700
Vymaz;78;136400
DajData/NastavData;78;18700
Vymaz;77;78700
DajData/NastavData;77;13700
DajData/NastavData;77;39400
Vloz;78;126800
DajData/NastavData;78;36700
Vloz;79;25900
DajIndex;79;1660100
DajData/NastavData;79;13800
DajData/NastavData;79;13100
Vloz;80;45500
Vymaz;79;45200
DajData/NastavData;79;13400
Vloz;80;44600
Vymaz;79;13300
Vymaz;78;44700
Vloz;79;9600
DajData/NastavData;79;13000
DajData/NastavData;79;19200
Vloz;80;29100
Vloz;81;124900
DajData/NastavData;81;35200
Vloz;82;124700
Vymaz;81;99100
DajData/NastavData;81;25000
Vloz;82;46300
Vloz;83;86400
Vloz;84;124500
DajIndex;84;2820700
Vloz;85;69000
Vymaz;84;44900
DajIndex;84;1014600
Vloz;85;44900
Vymaz;84;44400
Vloz;85;43900
Vloz;86;48900
DajData/NastavData;86;13500
Vymaz;85;44400
Vymaz;84;13400
Vymaz;83;44100
Vloz;84;44600
Vloz;85;53700
DajData/NastavData;85;13500
Vloz;86;44600
DajIndex;86;1016500
DajData/NastavData;86;13500
Vloz;87;44400
Vymaz;86;13600
Vloz;87;44200
Vloz;88;43900
DajData/NastavData;88;13200
DajData/NastavData;88;12900
DajData/NastavData;88;13000
Vloz;89;9700
DajData/NastavData;89;13500
DajIndex;89;1057300
DajIndex;89;1064200
Vymaz;88;13500
Vymaz;87;44000
DajData/NastavData;87;13900
Vloz;88;44400
DajData/NastavData;88;13300
Vymaz;87;44500
Vymaz;86;43600
DajData/NastavData;86;13100
DajData/NastavData;86;13100
DajData/NastavData;86;13200
Vloz;87;44500
DajData/NastavData;87;13100
Vloz;88;44300
Vymaz;87;44800
Vymaz;86;43700
DajData/NastavData;86;13000
Vloz;87;43900
DajData/NastavData;87;12800
DajIndex;87;1043100
Vymaz;86;13600
Vymaz;85;14800
Vloz;86;9700
Vloz;87;44300
DajIndex;87;1451000
Vloz;88;73300
Vymaz;87;23600
Vymaz;86;67300
Vymaz;85;74800
Vymaz;84;78500
Vymaz;83;22200
DajData/NastavData;83;20300
Vloz;84;70700
DajData/NastavData;84;32700
Vymaz;83;14100
DajData/NastavData;83;13200
DajData/NastavData;83;13100
Vloz;84;44900
Vymaz;83;13400
Vymaz;82;44400
Vymaz;81;43500
Vymaz;80;13400
Vloz;81;59900
Vloz;82;28200
Vymaz;81;23700
Vymaz;80;31100
Vymaz;79;46300
Vloz;80;44500
Vloz;81;10300
Vymaz;80;13500
Vloz;81;44400
Vloz;82;44300
Vymaz;81;13000
Vymaz;80;13100
Vymaz;79;44000
Vymaz;78;13200
DajData/NastavData;78;13200
Vymaz;77;13300
Vloz;78;58200
Vloz;79;44700
Vymaz;78;43900
Vloz;79;43900
Vloz;80;9500
Vymaz;79;13500
DajIndex;79;953300
DajData/NastavData;79;13600
Vymaz;78;13000
Vymaz;77;13200
Vymaz;76;13200
DajData/NastavData;76;13100
Vloz;77;9600
Vloz;78;44900
DajData/NastavData;78;13300
Vymaz;77;13300
Vymaz;76;44000
Vloz;77;9400
DajIndex;77;897800
Vloz;78;44200
Vymaz;77;13200
DajData/NastavData;77;12900
Vloz;78;44200
Vloz;79;9400
DajData/NastavData;79;19500
Vymaz;78;13600
Vloz;79;43900
DajData/NastavData;79;12800
DajData/NastavData;79;13000
Vloz;80;43900
DajData/NastavData;80;17100
Vymaz;79;13600
Vloz;80;44300
Vloz;81;44100
Vymaz;80;13200
Vloz;81;44400
DajData/NastavData;81;13000
DajData/NastavData;81;13100
DajData/NastavData;81;13200
Vymaz;80;44400
Vymaz;79;43700
Vloz;80;43700
Vymaz;79;13200
Vloz;80;47700
Vymaz;79;13400
DajData/NastavData;79;13100
DajIndex;79;921200
Vloz;80;9700
DajIndex;80;936400
Vloz;81;44600
Vloz;82;9500
Vloz;83;9400
Vymaz;82;13400
Vloz;83;9600
DajIndex;83;967900
Vymaz;82;44500
Vymaz;81;43800
Vymaz;80;13400
Vloz;81;44100
Vymaz;80;13200
DajData/NastavData;80;13000
DajIndex;80;1021900
Vymaz;79;44400
Vloz;80;9800
Vymaz;79;44000
Vymaz;78;13200
DajData/NastavData;78;13400
DajData/NastavData;78;13100
DajData/NastavData;78;17200
DajData/NastavData;78;19600
Vymaz;77;59100
DajData/NastavData;77;13600
Vloz;78;9600
DajData/NastavData;78;13000
Vloz;79;45100
Vloz;80;44400
Vloz;81;9500
Vloz;82;44500
Vymaz;81;44300
Vymaz;80;43800
DajIndex;80;955000
Vymaz;79;13600
Vloz;80;44800
DajIndex;80;930700
DajIndex;80;927000
DajData/NastavData;80;13100
Vloz;81;44200
DajData/NastavData;81;13000
Vymaz;80;13300
DajData/NastavData;80;13300
Vymaz;79;44100
Vymaz;78;47400
Vymaz;77;13300
Vloz;78;9900
Vloz;79;44500
Vymaz;78;43600
DajData/NastavData;78;13200
Vymaz;77;43800
DajIndex;77;1058800
DajData/NastavData;77;13700
Vymaz;76;44400
DajIndex;76;879300
DajIndex;76;887100
Vloz;77;45000
Vloz;78;44400
Vloz;79;9600
DajData/NastavData;79;13200
DajIndex;79;917900
Vymaz;78;44100
DajIndex;78;903000
Vloz;79;44400
Vloz;80;44600
Vloz;81;44100
Vymaz;80;43900
Vymaz;79;13500
DajIndex;79;950300
Vymaz;78;13500
Vloz;79;44200
Vymaz;78;16900
Vloz;79;9700
Vymaz;78;44200
Vloz;79;9400
DajData/NastavData;79;13000
Vloz;80;9300
DajData/NastavData;80;13200
DajData/NastavData;80;12900
DajData/NastavData;80;13000
Vloz;81;9300
Vymaz;80;44000
Vymaz;79;13200
Vymaz;78;43800
Vymaz;77;43500
Vymaz;76;44100
Vymaz;75;43700
DajIndex;75;882800
Vymaz;74;44100
Vloz;75;9700
Vymaz;74;44300
Vloz;75;44200
DajData/NastavData;75;13100
DajData/NastavData;75;13100
Vloz;76;9400
