Operacia;PocetPrvkov;TrvanieOperacie
Vloz;68;44900
Vymaz;67;13600
Vloz;68;53100
Vloz;69;45100
Vloz;70;44100
Vymaz;69;44800
Vymaz;68;13200
Vloz;69;44300
Vloz;70;44000
DajData/NastavData;70;13500
DajData/NastavData;70;17700
Vymaz;69;45900
Vloz;70;44800
Vloz;71;44400
DajIndex;71;1212700
Vloz;72;47000
Vloz;73;44600
Vymaz;72;13500
Vloz;73;45000
Vymaz;72;44000
Vymaz;71;45400
Vymaz;70;64700
Vloz;71;54600
Vymaz;70;82700
Vloz;71;86000
Vloz;72;18400
Vymaz;71;83900
Vymaz;70;23300
Vymaz;69;79600
Vymaz;68;74100
Vymaz;67;21600
Vloz;68;72800
Vymaz;67;77000
Vymaz;66;73100
DajIndex;66;1117400
DajData/NastavData;66;14000
Vymaz;65;45200
Vymaz;64;44000
Vymaz;63;43600
Vymaz;62;43700
Vymaz;61;13500
Vymaz;60;43800
Vymaz;59;13700
Vloz;60;10200
Vloz;61;44800
Vymaz;60;43800
Vloz;61;9600
Vymaz;60;44400
DajIndex;60;702400
Vymaz;59;44000
Vloz;60;45200
Vloz;61;43700
Vloz;62;44100
Vloz;63;9500
DajIndex;63;731400
Vymaz;62;13300
Vloz;63;44200
Vymaz;62;44000
Vloz;63;44200
Vymaz;62;43900
Vloz;63;9700
Vymaz;62;13500
Vymaz;61;43900
DajIndex;61;1000200
DajIndex;61;720900
DajData/NastavData;61;13400
Vloz;62;45100
Vymaz;61;44100
Vloz;62;9800
Vymaz;61;13300
Vymaz;60;13600
DajIndex;60;816200
Vymaz;59;14000
Vloz;60;47100
Vloz;61;44300
Vloz;62;43900
Vloz;63;43700
Vloz;64;9600
Vymaz;63;44100
Vloz;64;67800
Vymaz;63;45100
DajData/NastavData;63;13400
Vloz;64;44400
Vloz;65;44000
Vloz;66;43800
Vloz;67;44500
Vloz;68;9600
Vloz;69;9200
Vloz;70;9300
DajData/NastavData;70;13000
Vymaz;69;44100
Vymaz;68;44000
Vymaz;67;13500
Vloz;68;44100
Vloz;69;44600
Vymaz;68;43900
Vymaz;67;13200
Vloz;68;9700
Vymaz;67;13600
Vloz;68;44500
Vloz;69;43900
Vymaz;68;13300
Vymaz;67;43900
Vymaz;66;51200
Vymaz;65;13900
DajIndex;65;756700
Vymaz;64;44200
Vloz;65;44100
Vymaz;64;43600
Vymaz;63;13700
Vymaz;62;43600
Vloz;63;43900
Vloz;64;9500
Vloz;65;44500
Vloz;66;9500
Vymaz;65;44100
Vymaz;64;13300
Vymaz;63;43900
Vloz;64;44000
Vymaz;63;56700
Vloz;64;81700
Vymaz;63;47000
Vloz;64;44600
Vloz;65;9600
Vymaz;64;43900
Vloz;65;43900
Vloz;66;44600
DajData/NastavData;66;13600
Vloz;67;9700
Vymaz;66;44400
Vymaz;65;44200
Vymaz;64;44000
Vymaz;63;44200
Vymaz;62;48900
Vloz;63;9900
Vloz;64;44400
Vloz;65;44100
Vloz;66;44300
DajIndex;66;784900
DajData/NastavData;66;13300
Vymaz;65;13400
Vymaz;64;44100
Vloz;65;44400
Vymaz;64;13300
Vymaz;63;13600
DajData/NastavData;63;13100
Vloz;64;44000
DajData/NastavData;64;13300
Vloz;65;44000
Vymaz;64;13300
Vymaz;63;43900
Vloz;64;44700
Vymaz;63;44300
Vymaz;62;43600
Vymaz;61;24400
Vloz;62;9700
Vloz;63;44200
Vymaz;62;44000
Vloz;63;9400
Vymaz;62;44000
Vloz;63;44600
Vymaz;62;13200
Vymaz;61;44200
Vymaz;60;44400
Vloz;61;44200
Vloz;62;44700
Vymaz;61;13400
DajData/NastavData;61;13100
Vymaz;60;44000
Vloz;61;9500
Vymaz;60;44100
DajIndex;60;707600
Vymaz;59;44500
Vymaz;58;47600
Vymaz;57;13400
DajData/NastavData;57;13500
Vloz;58;125800
Vloz;59;23300
Vymaz;58;28200
Vloz;59;51600
Vymaz;58;45100
Vymaz;57;43600
Vloz;58;44300
Vymaz;57;44100
Vymaz;56;13300
Vloz;57;9500
Vloz;58;9400
Vloz;59;9200
Vloz;60;9300
Vymaz;59;13500
Vymaz;58;44700
Vloz;59;9600
Vloz;60;59000
Vloz;61;9800
Vloz;62;45100
DajData/NastavData;62;13100
Vymaz;61;44300
Vloz;62;9500
DajData/NastavData;62;13100
Vloz;63;44200
Vymaz;62;44000
DajData/NastavData;62;13200
DajData/NastavData;62;13200
Vloz;63;44000
Vymaz;62;44100
Vymaz;61;43900
Vloz;62;9500
Vymaz;61;44200
Vymaz;60;43800
Vloz;61;48300
Vymaz;60;44200
Vymaz;59;13200
Vloz;60;44300
Vloz;61;44300
Vymaz;60;43800
Vloz;61;9500
Vymaz;60;43900
Vymaz;59;13300
Vloz;60;44200
Vloz;61;44100
Vloz;62;44200
Vloz;63;9500
Vymaz;62;44600
Vymaz;61;43900
Vymaz;60;13200
Vloz;61;44600
Vymaz;60;47400
Vloz;61;9600
Vloz;62;9200
Vloz;63;44400
Vloz;64;44100
Vloz;65;44600
Vloz;66;49400
Vymaz;65;43900
Vymaz;64;13300
Vloz;65;9500
Vloz;66;45000
Vymaz;65;43500
Vloz;66;44500
Vloz;67;9400
Vloz;68;9200
Vymaz;67;43900
Vymaz;66;43900
Vloz;67;9300
Vymaz;66;57000
Vloz;67;44600
Vloz;68;43900
Vymaz;67;13500
Vymaz;66;43800
Vymaz;65;13200
Vloz;66;44200
Vymaz;65;43600
DajIndex;65;841000
Vymaz;64;45100
Vloz;65;45500
Vymaz;64;13500
Vymaz;63;44300
DajData/NastavData;63;13800
Vloz;64;47300
Vloz;65;10000
Vymaz;64;44800
Vloz;65;9500
Vloz;66;9300
Vloz;67;50600
Vloz;68;46100
Vymaz;67;13800
DajData/NastavData;67;13100
Vloz;68;9500
Vymaz;67;13500
Vymaz;66;44300
DajData/NastavData;66;13200
Vloz;67;9600
Vloz;68;9500
DajIndex;68;972100
Vloz;69;45000
Vloz;70;44400
Vloz;71;44200
Vloz;72;9500
DajData/NastavData;72;13100
DajIndex;72;835500
Vymaz;71;13500
Vloz;72;44100
Vloz;73;9500
Vymaz;72;44500
Vloz;73;44000
Vloz;74;44000
DajIndex;74;861200
Vymaz;73;44400
Vymaz;72;44100
Vymaz;71;13600
Vloz;72;44600
Vymaz;71;44000
Vymaz;70;44100
Vymaz;69;44100
Vloz;70;44400
DajData/NastavData;70;13200
Vymaz;69;44100
Vloz;70;43800
Vymaz;69;13200
DajIndex;69;802600
Vloz;70;44700
Vymaz;69;13200
Vymaz;68;44100
Vloz;69;44200
Vloz;70;9600
Vloz;71;9400
DajData/NastavData;71;13100
Vymaz;70;13400
Vloz;71;9700
Vloz;72;43800
Vloz;73;44100
Vloz;74;44100
Vymaz;73;44100
Vymaz;72;44000
Vloz;73;9800
Vymaz;72;13500
Vloz;73;44300
Vloz;74;44000
Vloz;75;9200
DajData/NastavData;75;12900
Vymaz;74;13500
Vymaz;73;13400
Vymaz;72;48100
DajIndex;72;847800
DajData/NastavData;72;13300
Vymaz;71;43900
Vymaz;70;13300
Vymaz;69;13300
Vloz;70;44400
Vloz;71;44400
Vymaz;70;43800
DajData/NastavData;70;13200
Vymaz;69;13300
Vymaz;68;59800
Vloz;69;22800
Vymaz;68;56700
Vloz;69;44900
Vymaz;68;13400
Vymaz;67;44300
Vymaz;66;44000
Vymaz;65;43800
Vymaz;64;13300
Vloz;65;44300
Vymaz;64;43400
Vloz;65;44000
Vymaz;64;43700
Vloz;65;44500
Vymaz;64;13500
Vymaz;63;47000
Vymaz;62;79600
DajIndex;62;749000
Vymaz;61;14400
Vloz;62;10200
Vloz;63;9800
Vymaz;62;44700
Vloz;63;9500
Vymaz;62;13400
Vloz;63;44500
Vymaz;62;43800
DajIndex;62;1097700
Vymaz;61;46800
Vloz;62;10200
Vymaz;61;45000
Vloz;62;44400
Vymaz;61;43800
Vloz;62;44200
Vloz;63;63000
Vloz;64;9800
Vymaz;63;44900
Vloz;64;9600
DajData/NastavData;64;13000
Vloz;65;9300
Vloz;66;44500
Vymaz;65;13200
Vloz;66;44300
Vloz;67;44400
Vloz;68;44200
DajData/NastavData;68;13100
DajIndex;68;1027700
Vymaz;67;62000
Vymaz;66;46100
Vymaz;65;44400
Vymaz;64;46900
Vymaz;63;44400
Vloz;64;10000
Vloz;65;44400
Vloz;66;44000
Vymaz;65;44200
Vloz;66;44900
Vymaz;65;44400
Vymaz;64;13300
Vymaz;63;13400
Vloz;64;9400
Vloz;65;44500
Vloz;66;9500
DajIndex;66;871900
Vymaz;65;44500
Vymaz;64;44500
Vymaz;63;13200
Vymaz;62;44000
DajIndex;62;726800
Vloz;63;44900
Vloz;64;43900
Vymaz;63;43600
Vymaz;62;43600
Vymaz;61;13100
Vloz;62;10900
Vymaz;61;44400
Vloz;62;9600
Vloz;63;44300
Vloz;64;44100
Vloz;65;9600
DajIndex;65;753300
Vymaz;64;44300
Vymaz;63;43800
Vloz;64;44500
Vymaz;63;13300
Vymaz;62;13500
Vloz;63;9500
Vloz;64;9400
Vloz;65;44300
Vloz;66;44700
Vloz;67;9400
Vymaz;66;44300
Vloz;67;43700
Vloz;68;9500
Vloz;69;9200
Vloz;70;43800
Vymaz;69;44100
Vloz;70;47800
Vymaz;69;13500
Vloz;70;44500
Vloz;71;9500
Vymaz;70;13300
Vymaz;69;47600
Vymaz;68;13600
DajData/NastavData;68;13200
Vymaz;67;44100
Vloz;68;9900
Vymaz;67;44200
Vloz;68;9800
Vloz;69;9500
Vloz;70;9300
Vloz;71;9300
Vymaz;70;13400
Vymaz;69;13500
Vymaz;68;43800
Vloz;69;44500
Vloz;70;9600
Vloz;71;9300
Vloz;72;9500
Vloz;73;9400
Vymaz;72;43800
DajIndex;72;837000
Vymaz;71;47100
Vymaz;70;44400
Vymaz;69;13200
Vymaz;68;43500
Vloz;69;44300
Vloz;70;43900
Vloz;71;9500
Vymaz;70;13300
Vloz;71;9600
Vloz;72;9300
Vloz;73;44800
Vloz;74;9400
Vymaz;73;13100
Vymaz;72;43700
DajIndex;72;846000
Vymaz;71;13400
Vymaz;70;44000
Vymaz;69;44000
Vymaz;68;13200
Vymaz;67;44300
DajIndex;67;1106400
Vymaz;66;14500
Vloz;67;9900
Vymaz;66;44900
Vymaz;65;13500
Vymaz;64;44100
Vloz;65;44800
Vloz;66;44200
Vloz;67;9500
Vloz;68;44300
Vymaz;67;44000
Vloz;68;9500
Vloz;69;44400
Vloz;70;43800
Vloz;71;44100
Vloz;72;44400
Vymaz;71;43900
Vymaz;70;13800
DajIndex;70;825100
Vloz;71;45000
Vloz;72;49200
DajIndex;72;837900
Vymaz;71;43900
Vloz;72;47500
Vymaz;71;44200
Vloz;72;9600
Vloz;73;44000
Vymaz;72;44100
Vloz;73;64400
Vloz;74;68500
Vymaz;73;19600
Vloz;74;82000
DajIndex;74;863800
Vloz;75;45100
DajIndex;75;1119700
Vloz;76;60000
Vymaz;75;13700
Vloz;76;47100
Vymaz;75;44400
DajData/NastavData;75;13200
Vloz;76;44300
Vymaz;75;44000
Vymaz;74;44200
Vymaz;73;44200
Vloz;74;9600
Vloz;75;9400
Vymaz;74;44000
Vymaz;73;43600
Vloz;74;44300
Vymaz;73;13500
Vymaz;72;44100
Vloz;73;9400
Vloz;74;9300
Vymaz;73;13300
Vymaz;72;48700
Vloz;73;44400
Vloz;74;44300
Vloz;75;44400
Vymaz;74;44000
DajIndex;74;871100
Vymaz;73;13300
Vloz;74;44900
Vloz;75;44300
Vymaz;74;43900
Vloz;75;44400
Vymaz;74;13300
Vloz;75;44200
Vymaz;74;13200
Vymaz;73;13200
Vymaz;72;43600
Vloz;73;43700
Vymaz;72;44000
Vymaz;71;47700
Vloz;72;9600
Vymaz;71;44000
Vloz;72;44400
Vloz;73;44200
DajIndex;73;848800
DajIndex;73;854000
Vymaz;72;44400
Vloz;73;9600
Vymaz;72;13400
Vloz;73;44400
DajData/NastavData;73;13100
Vloz;74;9400
DajData/NastavData;74;12900
Vymaz;73;13500
DajData/NastavData;73;13100
Vymaz;72;44400
Vloz;73;9400
Vloz;74;9200
Vymaz;73;13300
Vymaz;72;44400
Vloz;73;43900
Vymaz;72;13300
DajIndex;72;836800
Vymaz;71;44100
Vloz;72;44100
Vloz;73;44000
Vloz;74;43800
Vloz;75;44100
Vymaz;74;48900
Vloz;75;23000
Vloz;76;45000
Vloz;77;44600
Vymaz;76;13500
Vymaz;75;44000
Vymaz;74;13500
Vloz;75;9700
Vymaz;74;43800
Vymaz;73;44000
Vymaz;72;13200
DajData/NastavData;72;13200
Vymaz;71;43700
Vymaz;70;43800
Vloz;71;44400
Vymaz;70;43700
Vymaz;69;13400
Vymaz;68;56600
Vymaz;67;44400
Vloz;68;43900
Vloz;69;9700
Vymaz;68;44700
Vymaz;67;13200
Vymaz;66;43200
Vymaz;65;43700
Vymaz;64;13300
DajData/NastavData;64;13100
Vymaz;63;50500
Vymaz;62;44700
Vymaz;61;13400
Vymaz;60;44000
Vloz;61;44100
DajIndex;61;1015800
Vloz;62;59400
Vymaz;61;44300
Vymaz;60;43700
Vloz;61;10000
DajIndex;61;706300
Vymaz;60;48300
Vloz;61;44500
Vymaz;60;13300
Vloz;61;9500
Vloz;62;44300
Vloz;63;9500
Vloz;64;44500
Vymaz;63;44000
Vloz;64;44500
Vymaz;63;13400
DajIndex;63;845900
DajIndex;63;730200
Vloz;64;46300
Vloz;65;10400
Vloz;66;54300
Vloz;67;109100
Vloz;68;16500
Vloz;69;23700
Vymaz;68;23300
Vloz;69;61600
Vymaz;68;15600
Vloz;69;9800
Vymaz;68;75100
DajData/NastavData;68;22500
Vloz;69;63700
Vymaz;68;83600
Vloz;69;47400
Vymaz;68;13600
Vloz;69;44500
Vloz;70;44100
Vloz;71;44100
Vymaz;70;13300
DajData/NastavData;70;13100
Vymaz;69;44300
Vloz;70;44800
Vloz;71;49800
Vloz;72;44000
Vloz;73;44000
Vymaz;72;43800
Vloz;73;9600
Vloz;74;9600
Vymaz;73;44500
DajData/NastavData;73;13100
Vloz;74;44600
Vloz;75;9400
Vloz;76;44400
Vymaz;75;43900
Vloz;76;44600
Vymaz;75;44100
DajData/NastavData;75;13000
Vloz;76;9500
DajIndex;76;885800
Vymaz;75;44600
Vloz;76;9400
Vloz;77;9200
Vloz;78;49300
Vloz;79;9400
Vloz;80;44100
Vymaz;79;13300
DajData/NastavData;79;13200
Vloz;80;44300
Vymaz;79;44300
DajIndex;79;956100
Vymaz;78;13800
Vymaz;77;13200
Vymaz;76;45700
Vloz;77;44900
Vloz;78;44100
Vloz;79;9600
Vymaz;78;13300
Vloz;79;44700
Vymaz;78;44100
Vloz;79;9400
DajData/NastavData;79;13100
Vloz;80;43900
Vymaz;79;18000
Vymaz;78;43900
Vymaz;77;13200
Vymaz;76;44400
Vymaz;75;44800
Vymaz;74;13400
DajIndex;74;864300
Vloz;75;44400
Vloz;76;43900
Vymaz;75;44300
Vloz;76;9600
Vloz;77;44300
Vymaz;76;44000
Vloz;77;44000
Vloz;78;9400
Vymaz;77;44300
Vymaz;76;44200
Vymaz;75;43900
Vloz;76;44100
Vloz;77;44300
DajData/NastavData;77;13300
Vloz;78;44300
Vloz;79;44300
DajIndex;79;921300
DajData/NastavData;79;13200
Vymaz;78;44700
Vymaz;77;44600
Vloz;78;44100
Vymaz;77;44100
Vloz;78;44100
DajIndex;78;1082000
Vloz;79;72200
Vymaz;78;60700
Vloz;79;53100
Vloz;80;44000
Vloz;81;9600
Vymaz;80;44500
Vymaz;79;13400
Vloz;80;9500
Vloz;81;9400
Vymaz;80;44400
Vloz;81;44200
Vymaz;80;43800
DajIndex;80;953500
Vymaz;79;44100
Vymaz;78;13200
DajData/NastavData;78;13000
Vloz;79;9600
Vymaz;78;44100
Vloz;79;9400
Vloz;80;44400
DajData/NastavData;80;13100
Vymaz;79;44200
Vymaz;78;13600
Vymaz;77;13200
Vloz;78;9500
Vloz;79;44600
Vymaz;78;43900
Vymaz;77;43700
Vloz;78;9500
Vloz;79;44200
Vymaz;78;43900
Vymaz;77;13300
Vymaz;76;43800
Vloz;77;44000
Vymaz;76;43800
Vloz;77;44100
Vymaz;76;13400
Vymaz;75;43600
Vloz;76;43900
Vloz;77;12900
Vymaz;76;44100
Vymaz;75;13100
Vloz;76;44300
Vymaz;75;44100
Vloz;76;9400
Vymaz;75;44200
Vymaz;74;43800
Vymaz;73;13200
Vloz;74;9600
Vymaz;73;13300
Vymaz;72;13100
Vloz;73;9300
Vloz;74;44000
Vymaz;73;43600
Vymaz;72;43600
Vloz;73;9500
Vloz;74;43900
Vymaz;73;43800
Vloz;74;44200
Vymaz;73;43900
Vloz;74;43900
Vloz;75;44000
Vloz;76;43800
DajData/NastavData;76;13100
Vloz;77;44000
Vloz;78;44200
Vymaz;77;43900
Vymaz;76;44000
Vloz;77;44000
Vloz;78;9600
Vloz;79;9400
Vymaz;78;13400
Vloz;79;44500
Vymaz;78;43700
Vloz;79;43700
Vymaz;78;43700
Vloz;79;43400
Vymaz;78;13100
Vymaz;77;13300
Vymaz;76;13500
Vloz;77;44000
DajIndex;77;1006600
Vloz;78;45400
Vymaz;77;13500
Vloz;78;44400
DajData/NastavData;78;13400
Vymaz;77;44100
Vymaz;76;72100
Vymaz;75;21800
Vymaz;74;63900
Vloz;75;15700
Vloz;76;69000
Vloz;77;44700
Vymaz;76;44200
Vloz;77;9600
DajIndex;77;909300
Vymaz;76;13400
Vymaz;75;13300
Vymaz;74;44300
Vymaz;73;44200
Vymaz;72;43900
Vloz;73;9700
DajData/NastavData;73;13300
DajData/NastavData;73;13400
Vloz;74;44400
DajIndex;74;1106500
Vymaz;73;80600
Vloz;74;45100
Vymaz;73;44300
Vloz;74;9800
Vloz;75;44200
Vymaz;74;44300
Vymaz;73;44000
Vloz;74;44300
Vymaz;73;44100
Vymaz;72;43600
Vloz;73;9600
Vloz;74;44500
Vymaz;73;44200
Vymaz;72;13300
Vloz;73;44500
Vloz;74;53100
Vymaz;73;13400
Vymaz;72;13300
Vymaz;71;13300
Vymaz;70;44400
Vymaz;69;13100
Vloz;70;44700
Vloz;71;9500
Vloz;72;44500
DajIndex;72;835600
Vymaz;71;44400
Vloz;72;44200
Vymaz;71;13500
Vloz;72;9500
Vloz;73;44500
Vloz;74;9400
Vloz;75;44400
Vymaz;74;44200
Vloz;75;43800
Vymaz;74;13300
DajIndex;74;863800
Vymaz;73;44500
Vloz;74;9600
Vloz;75;44500
Vymaz;74;47700
Vloz;75;45500
DajIndex;75;874100
Vloz;76;44700
Vymaz;75;44500
Vymaz;74;43800
Vymaz;73;13300
DajData/NastavData;73;13300
Vloz;74;9500
DajData/NastavData;74;13300
Vloz;75;60600
Vloz;76;105000
Vloz;77;88600
Vymaz;76;70500
Vymaz;75;54700
Vloz;76;16900
Vloz;77;10100
Vymaz;76;27300
Vloz;77;44700
Vymaz;76;45500
Vymaz;75;13500
Vloz;76;44500
Vloz;77;43900
Vymaz;76;13300
Vymaz;75;44200
Vloz;76;9600
Vymaz;75;44200
Vloz;76;44400
Vloz;77;9700
Vloz;78;9300
Vloz;79;44600
Vloz;80;44300
Vymaz;79;60900
Vymaz;78;44400
Vymaz;77;43900
Vloz;78;44500
Vloz;79;44300
Vloz;80;43800
Vymaz;79;44000
Vymaz;78;49200
Vloz;79;9700
Vymaz;78;43900
Vloz;79;9600
Vloz;80;9300
Vloz;81;44000
Vloz;82;44100
Vloz;83;9300
Vloz;84;9300
Vymaz;83;13300
Vymaz;82;47800
Vloz;83;43900
Vymaz;82;44100
Vymaz;81;43800
Vymaz;80;44100
Vymaz;79;13400
Vymaz;78;43700
Vloz;79;44000
Vymaz;78;13300
Vloz;79;44500
Vymaz;78;43600
Vloz;79;9500
Vloz;80;9300
Vymaz;79;13500
Vymaz;78;43900
Vloz;79;9400
Vloz;80;44400
Vloz;81;9400
Vloz;82;47500
DajIndex;82;958400
DajIndex;82;968200
Vymaz;81;55700
Vloz;82;44100
Vloz;83;44100
Vloz;84;44000
Vymaz;83;13300
DajIndex;83;971000
Vymaz;82;43900
Vymaz;81;43800
Vymaz;80;13300
Vymaz;79;13100
DajData/NastavData;79;13000
Vloz;80;9700
Vymaz;79;43800
Vloz;80;44400
Vymaz;79;43900
Vymaz;78;13300
Vymaz;77;13300
Vloz;78;9600
Vloz;79;48000
Vymaz;78;44000
Vloz;79;44000
Vymaz;78;44300
Vymaz;77;43400
Vloz;78;44300
Vloz;79;9500
Vloz;80;44800
Vymaz;79;13200
Vymaz;78;44900
Vymaz;77;45600
Vloz;78;45300
Vloz;79;43900
Vymaz;78;43700
Vymaz;77;43900
DajData/NastavData;77;21100
DajIndex;77;888100
Vloz;78;44200
Vymaz;77;13500
Vymaz;76;44600
Vloz;77;44000
Vymaz;76;43700
Vloz;77;45600
DajData/NastavData;77;14100
DajData/NastavData;77;13000
Vymaz;76;87400
Vloz;77;27900
Vymaz;76;78700
Vloz;77;98100
Vymaz;76;26900
Vymaz;75;61000
Vymaz;74;15500
Vymaz;73;44500
Vloz;74;44800
Vloz;75;9600
Vymaz;74;43900
Vloz;75;44000
Vloz;76;9300
Vloz;77;44700
Vloz;78;44100
Vloz;79;44100
Vymaz;78;43900
Vloz;79;43700
Vymaz;78;43700
Vloz;79;9400
Vloz;80;15000
Vloz;81;9600
Vymaz;80;44600
Vloz;81;44000
DajData/NastavData;81;13200
Vymaz;80;44100
Vloz;81;44300
Vloz;82;44300
Vymaz;81;43700
Vloz;82;9800
Vymaz;81;44100
Vymaz;80;13100
Vloz;81;44300
Vymaz;80;13400
Vloz;81;44200
Vloz;82;9500
Vymaz;81;13500
Vymaz;80;44300
Vloz;81;9500
Vloz;82;44400
Vloz;83;9500
Vymaz;82;13300
Vloz;83;43900
Vymaz;82;44100
Vymaz;81;13200
DajData/NastavData;81;13200
DajIndex;81;971600
Vloz;82;9900
Vloz;83;44900
Vymaz;82;13400
Vymaz;81;44200
Vymaz;80;43700
Vymaz;79;13100
Vymaz;78;13100
Vloz;79;9500
Vloz;80;9300
Vymaz;79;44200
Vloz;80;43900
Vloz;81;44000
Vymaz;80;44400
Vloz;81;44400
Vymaz;80;43800
Vymaz;79;47500
Vymaz;78;44300
Vloz;79;44100
Vymaz;78;13400
Vloz;79;44400
Vymaz;78;43800
Vymaz;77;44000
Vymaz;76;44400
Vymaz;75;13300
DajIndex;75;1104400
DajIndex;75;877600
Vloz;76;45000
Vymaz;75;13400
DajIndex;75;921100
Vymaz;74;44300
Vymaz;73;13300
DajIndex;73;848700
Vymaz;72;43700
DajIndex;72;859700
Vymaz;71;44100
Vymaz;70;13300
Vloz;71;46500
Vloz;72;9800
Vymaz;71;44000
Vymaz;70;44200
Vymaz;69;43600
Vloz;70;44300
Vloz;71;9500
Vloz;72;9500
Vymaz;71;44100
Vymaz;70;43900
Vloz;71;44200
Vymaz;70;13300
Vymaz;69;13300
Vymaz;68;44100
Vymaz;67;43700
Vymaz;66;44600
Vloz;67;9800
Vymaz;66;44200
Vymaz;65;13300
Vymaz;64;43700
Vloz;65;44000
DajData/NastavData;65;13000
Vloz;66;44200
Vymaz;65;13400
Vloz;66;44200
Vloz;67;44600
Vloz;68;9400
Vymaz;67;44400
Vloz;68;44400
Vloz;69;9500
DajIndex;69;797900
Vloz;70;9600
Vymaz;69;44700
Vloz;70;9500
Vymaz;69;44300
Vymaz;68;44300
Vloz;69;44500
Vymaz;68;43900
DajData/NastavData;68;15100
Vloz;69;9800
Vloz;70;44100
Vymaz;69;44200
DajIndex;69;806000
Vymaz;68;44500
DajData/NastavData;68;13200
Vymaz;67;13500
Vloz;68;9500
Vymaz;67;45200
Vymaz;66;13300
Vymaz;65;44600
Vymaz;64;43700
Vloz;65;44000
DajIndex;65;956400
Vymaz;64;115000
Vymaz;63;26700
Vymaz;62;106700
Vloz;63;76600
Vloz;64;14500
Vloz;65;23400
Vymaz;64;45400
Vymaz;63;25000
DajIndex;63;1672100
Vloz;64;21400
DajIndex;64;804600
Vymaz;63;74100
Vymaz;62;35000
Vymaz;61;80400
Vloz;62;16900
DajIndex;62;1132400
Vloz;63;48700
Vymaz;62;13900
Vloz;63;45000
Vloz;64;60500
Vloz;65;50100
Vloz;66;44900
Vloz;67;44200
Vloz;68;44100
Vloz;69;44200
Vloz;70;9700
Vymaz;69;13800
Vymaz;68;13700
Vymaz;67;13200
Vymaz;66;45000
Vymaz;65;13300
Vymaz;64;13400
Vloz;65;47300
Vloz;66;46300
Vloz;67;76900
Vloz;68;76500
Vymaz;67;29700
Vymaz;66;27000
Vymaz;65;15300
Vloz;66;45200
Vloz;67;44900
Vloz;68;9700
Vymaz;67;13400
Vymaz;66;13400
Vymaz;65;44000
Vloz;66;44400
Vloz;67;9500
Vloz;68;44800
Vloz;69;44800
Vloz;70;44200
Vymaz;69;13300
Vymaz;68;25600
DajData/NastavData;68;15000
Vloz;69;44700
Vloz;70;44700
Vymaz;69;43800
Vloz;70;44400
DajData/NastavData;70;13200
Vymaz;69;43900
Vymaz;68;13400
Vloz;69;44200
Vloz;70;9600
Vymaz;69;13500
Vloz;70;9500
Vloz;71;44000
Vloz;72;9500
Vloz;73;44300
Vymaz;72;13400
Vloz;73;44500
Vloz;74;47900
Vloz;75;44400
Vloz;76;9400
Vymaz;75;13400
DajIndex;75;877300
Vloz;76;44700
Vymaz;75;43800
Vloz;76;44300
Vymaz;75;13500
Vymaz;74;46400
Vymaz;73;15600
Vloz;74;45400
Vloz;75;101200
Vymaz;74;87300
Vloz;75;89200
Vloz;76;78400
Vloz;77;63800
Vymaz;76;44600
Vymaz;75;43700
Vymaz;74;43700
DajIndex;74;859100
DajIndex;74;865100
Vymaz;73;13400
Vloz;74;44600
Vymaz;73;44100
Vymaz;72;43700
Vloz;73;9600
Vymaz;72;13500
Vymaz;71;44100
Vymaz;70;43800
Vloz;71;44000
Vloz;72;44100
Vymaz;71;13300
Vloz;72;44500
Vymaz;71;13400
Vymaz;70;48600
Vloz;71;70800
Vymaz;70;65500
Vymaz;69;20500
Vloz;70;13900
Vloz;71;68900
Vymaz;70;67600
DajIndex;70;1372600
Vloz;71;65200
Vloz;72;71700
DajIndex;72;1394800
Vloz;73;17800
Vloz;74;14900
DajData/NastavData;74;20600
Vloz;75;72800
Vymaz;74;72100
Vymaz;73;21200
Vloz;74;14700
Vloz;75;67600
Vymaz;74;71800
Vloz;75;15600
Vymaz;74;72100
Vloz;75;73400
Vloz;76;15500
Vymaz;75;73200
Vymaz;74;21100
Vloz;75;14400
Vloz;76;66700
Vloz;77;64100
Vymaz;76;21000
Vymaz;75;68300
Vymaz;74;21700
Vymaz;73;72000
Vymaz;72;26000
Vymaz;71;21000
Vymaz;70;22500
Vymaz;69;78100
Vymaz;68;73900
Vymaz;67;70100
Vymaz;66;21000
Vymaz;65;19300
Vloz;66;71500
Vloz;67;71800
Vymaz;66;21400
Vloz;67;73800
Vymaz;66;22100
Vloz;67;15500
Vloz;68;70500
Vloz;69;73000
Vymaz;68;92500
Vymaz;67;19100
Vloz;68;60500
Vymaz;67;65000
Vloz;68;15400
DajIndex;68;1305500
Vymaz;67;74300
Vymaz;66;68300
Vymaz;65;67800
Vloz;66;70200
Vloz;67;74100
Vloz;68;67600
Vloz;69;70400
DajData/NastavData;69;19300
Vymaz;68;45100
Vymaz;67;54200
Vloz;68;44800
Vloz;69;9700
Vymaz;68;45000
Vymaz;67;139300
Vloz;68;83000
Vloz;69;10200
Vloz;70;45100
Vloz;71;52200
Vloz;72;10500
Vloz;73;15100
Vymaz;72;14800
Vloz;73;46900
DajIndex;73;874700
Vymaz;72;48100
Vloz;73;10300
DajIndex;73;866500
Vloz;74;45300
DajIndex;74;871300
Vymaz;73;44800
Vloz;74;44300
Vloz;75;9500
Vymaz;74;43900
Vymaz;73;13300
